age,job,marital,education,balance,housing,duration,campaign,subscribed
52,9,0,2,1628,0,340,7,1
50,7,1,3,4910,1,41,21,0
49,9,0,1,1523,0,73,25,0
32,1,1,3,924,1,314,3,0
47,10,1,3,-2564,1,59,24,1
43,4,2,2,-2690,0,807,8,0
44,3,2,1,-1176,0,160,24,0
46,1,1,3,2068,0,391,28,0
50,9,1,1,2058,0,380,11,0
56,11,1,2,2967,0,396,29,0
20,5,1,1,-1178,1,184,21,0
30,2,1,1,102,0,41,1,0
28,1,2,1,-2255,1,101,15,0
55,1,0,2,-140,1,106,18,0
34,4,0,0,-1863,1,36,12,1
41,6,2,2,429,0,117,1,0
39,9,2,3,1551,0,29,1,0
51,7,0,2,1975,1,89,6,0
44,7,2,0,181,0,867,9,0
47,7,1,2,3879,0,742,28,0
54,6,1,2,3174,1,59,6,0
24,7,0,3,4442,1,116,13,1
21,0,0,3,1997,1,193,15,0
36,7,2,0,4462,0,584,2,0
39,8,0,2,-3401,1,108,21,0
34,1,2,1,524,1,8,10,0
51,7,1,3,6791,0,67,20,0
38,6,2,2,-3669,1,732,24,0
31,0,0,2,3370,0,51,24,1
46,3,2,3,8284,1,487,11,0
22,2,0,2,508,1,14,5,0
33,0,1,0,2152,1,55,14,0
61,10,1,2,-1736,1,130,5,0
77,11,0,1,-151,1,197,24,0
47,3,1,3,140,1,232,20,0
33,9,2,2,-1064,0,27,23,0
20,1,2,1,6894,0,275,7,0
28,10,1,1,-1393,0,181,13,0
36,7,0,1,1059,1,118,1,0
51,2,0,1,2951,1,312,12,0
25,7,1,2,1303,1,391,14,0
37,6,0,2,2269,0,23,12,0
52,7,0,2,533,0,79,23,0
21,1,0,1,2693,1,412,11,0
40,7,2,2,-2905,1,111,27,0
47,3,0,3,140,1,653,14,0
36,4,0,0,3667,1,217,20,0
51,5,2,1,1114,1,68,13,0
49,8,1,0,-1368,1,396,13,0
28,4,1,2,-1958,1,273,14,0
48,6,2,2,250,0,193,10,0
39,0,1,3,6263,1,96,29,0
49,2,2,1,-1044,1,153,28,0
35,7,2,1,5425,1,60,9,0
48,0,0,1,-935,1,130,17,0
41,3,0,1,-2623,0,1318,7,1
34,7,1,1,466,1,693,8,0
55,1,2,0,1114,1,69,18,0
29,11,1,3,1990,0,110,18,0
44,0,0,0,431,1,237,2,0
38,11,1,1,2479,0,450,3,0
49,11,1,1,5315,1,109,15,0
25,9,2,2,264,1,152,3,0
43,11,2,0,5075,0,174,8,0
47,6,2,1,-3399,1,146,26,0
47,11,1,0,-4785,1,162,13,0
35,11,2,3,2333,1,416,8,0
54,6,0,3,3639,0,130,11,0
37,1,1,0,553,1,1020,10,0
45,10,0,3,-2507,0,303,2,0
41,1,1,3,-4439,0,287,22,0
51,7,2,3,-1812,1,13,21,0
36,3,0,3,1470,1,334,6,0
59,9,1,3,-3784,1,207,26,0
38,4,0,2,801,0,352,7,0
38,0,0,2,976,1,10,20,0
24,5,1,2,1615,0,20,28,0
20,11,0,2,-1955,1,46,23,0
60,7,0,1,-3946,0,179,17,0
28,5,0,2,-588,1,85,17,0
50,10,2,1,2638,1,230,2,0
33,4,0,3,3276,1,3,13,0
48,3,0,3,2405,0,471,25,1
56,0,0,0,68,1,381,26,0
50,5,1,1,-370,0,313,28,0
55,4,1,3,3665,1,242,28,0
30,3,1,3,-630,0,1263,19,0
50,1,1,0,3338,1,115,18,0
36,3,1,3,2357,1,63,5,0
28,6,2,1,-2714,1,357,19,1
49,3,1,0,6555,1,414,2,1
50,3,0,0,4851,0,234,20,1
69,0,2,0,2603,0,239,28,1
45,10,1,1,-544,1,180,25,0
22,4,1,1,6222,0,121,19,0
35,3,2,1,3601,1,241,19,0
52,2,1,2,2937,0,21,13,0
33,11,0,2,-174,1,0,29,0
31,2,0,3,2390,1,537,23,1
59,8,1,1,-3985,1,221,15,0
49,7,2,3,2258,1,340,9,1
49,6,2,2,6969,0,46,20,0
37,8,1,1,-1111,0,362,19,0
38,10,2,1,1000,0,163,9,0
46,7,2,0,-156,0,245,18,0
45,7,0,0,1233,1,496,10,0
53,7,1,2,2038,1,544,19,0
51,2,1,0,-2704,1,205,22,0
66,9,2,1,1858,0,152,14,0
41,1,0,3,1181,0,30,25,0
44,0,1,2,1198,1,615,2,0
45,3,0,0,1681,0,11,19,0
36,11,0,2,-3979,1,208,13,0
56,5,2,0,7001,0,37,15,0
35,5,2,0,-428,0,60,16,0
40,9,0,1,930,0,525,3,0
18,8,2,0,974,1,57,21,0
49,3,0,3,1796,0,152,21,0
50,10,1,2,4613,1,56,22,0
39,3,0,1,-2686,0,163,21,0
49,5,0,0,606,0,136,4,0
50,4,1,3,3297,0,781,3,1
46,2,2,3,5343,1,44,14,0
52,2,1,2,5660,0,381,26,0
19,0,2,2,2293,1,19,3,0
51,2,1,0,354,1,320,12,0
42,8,1,0,4231,1,225,7,0
37,1,2,3,2168,1,75,5,0
20,5,0,0,2053,1,209,4,0
35,5,0,0,-4407,1,126,8,0
20,6,2,2,2108,1,69,23,0
37,3,2,2,2473,1,231,16,0
41,11,1,2,-3599,0,136,22,0
36,10,1,3,157,1,110,21,0
31,1,2,1,4540,0,230,10,0
43,11,0,0,1022,0,462,5,0
44,5,1,3,1698,0,42,5,1
31,3,1,0,3102,1,139,5,0
50,6,1,1,3266,1,587,25,0
47,2,0,1,1746,0,320,11,0
42,6,1,0,-1635,1,787,24,0
38,11,2,1,296,1,33,9,0
42,0,0,0,-2354,0,90,19,0
23,6,2,3,4870,0,192,1,0
58,8,1,2,6205,1,125,4,0
31,10,2,1,1931,0,278,17,0
24,4,1,1,-1238,1,247,1,0
38,4,1,3,2875,1,81,9,1
54,8,0,1,5088,0,1091,27,1
44,1,1,3,4398,0,223,10,0
57,2,2,1,3122,1,456,23,0
29,4,2,3,2168,1,402,5,0
47,2,0,3,5017,1,4,8,0
48,10,2,2,5623,0,1333,5,1
46,10,0,3,4726,1,63,17,0
54,7,2,3,4589,0,175,11,0
28,4,0,2,1343,0,35,26,0
56,8,2,2,1380,1,235,7,0
45,9,2,0,-2176,0,216,15,0
48,10,2,2,7867,1,40,23,0
29,2,0,1,-5157,1,292,23,0
20,8,1,1,2980,0,73,22,0
42,5,0,1,7997,0,159,3,0
27,10,1,2,-2284,1,195,22,0
38,5,1,0,-2516,1,53,28,0
23,5,0,0,3701,0,28,28,0
41,4,2,0,1683,1,316,28,0
67,11,0,0,966,1,212,27,0
41,4,1,2,-579,1,167,4,0
46,6,2,2,5771,1,147,14,0
26,4,0,2,2756,0,1192,9,1
40,7,0,1,4318,1,271,28,0
45,1,0,1,-1022,0,389,10,0
28,1,2,3,-1938,1,30,22,0
36,10,1,3,-3848,1,71,11,0
50,2,1,2,5069,0,40,7,0
31,3,2,1,3523,1,14,24,0
40,5,1,3,3970,0,532,11,0
21,8,0,3,8008,0,405,15,0
47,5,2,2,-2713,0,270,6,0
48,7,1,3,3342,0,332,11,0
32,6,0,1,-569,1,292,1,0
53,3,0,3,236,1,64,25,0
51,8,1,1,-4365,0,125,27,0
52,9,2,1,-1081,0,75,10,0
33,2,1,2,2993,0,100,25,0
44,11,1,3,-3105,0,149,10,0
42,7,1,2,4079,0,104,10,0
34,5,2,0,7067,1,133,8,0
22,4,2,0,1727,1,35,29,0
20,2,2,1,1550,1,12,16,0
41,10,2,0,1019,1,71,25,0
38,9,0,2,-196,1,169,11,0
31,3,2,3,4445,1,144,20,0
39,6,2,3,277,1,126,14,0
41,10,1,0,3748,1,187,16,0
18,6,0,1,1930,0,317,3,0
30,7,1,1,-189,0,225,20,1
36,9,0,0,-1553,1,7,29,0
31,4,1,2,4339,0,151,11,0
33,0,2,3,165,1,1350,8,0
31,10,1,2,1087,1,154,28,0
47,1,1,0,1339,0,439,2,1
36,0,1,3,-3224,0,442,17,0
34,3,2,0,-1004,0,586,6,0
45,5,2,2,4318,1,112,22,0
39,1,0,1,-379,0,30,8,0
31,5,2,2,4184,1,17,26,0
50,1,0,0,622,0,212,29,0
42,0,1,3,3856,1,316,2,0
47,8,1,2,10096,1,191,18,0
40,6,1,3,-2438,1,267,29,0
48,7,0,2,2599,0,61,10,0
49,8,0,3,4222,1,86,28,0
48,2,1,1,1157,1,163,20,0
39,5,0,1,-181,0,112,16,0
29,4,0,2,2982,1,8,1,0
59,11,0,2,1340,0,60,2,0
44,9,0,2,389,0,1076,7,1
41,3,0,3,4245,0,43,10,0
33,8,1,3,8736,0,196,22,0
54,9,2,1,2580,0,61,21,0
43,2,2,3,-1029,0,234,16,0
68,7,0,1,1396,1,47,27,0
35,7,2,3,4007,1,67,25,0
34,5,0,1,5049,0,72,8,0
39,6,0,0,-3513,0,674,13,0
49,6,1,2,3230,0,5,21,0
41,4,0,3,2547,1,95,6,0
44,0,0,0,-920,0,49,13,0
44,6,1,1,1456,0,388,21,0
48,1,0,2,2331,0,85,3,0
26,4,2,1,3421,0,355,18,0
31,7,1,2,-3457,1,190,25,0
65,0,1,0,1404,1,56,23,0
51,10,1,3,-1040,1,20,17,0
41,0,2,0,-2921,1,18,1,0
59,11,2,0,-6491,0,102,14,0
50,11,2,3,-1105,0,1264,8,1
51,11,0,2,2734,0,357,2,0
53,7,1,2,2372,0,4,23,0
44,10,2,3,-183,0,16,20,0
34,7,2,3,4290,1,265,20,0
51,10,1,0,1828,0,13,12,0
29,10,2,2,4787,1,104,5,0
39,10,2,0,1004,0,767,18,0
30,9,2,1,3887,0,53,26,0
33,8,2,1,-6911,1,234,16,0
28,8,2,0,-1123,1,909,25,0
49,1,2,2,2233,1,727,8,1
58,4,0,3,2345,0,17,29,0
46,2,2,2,-319,0,413,19,0
38,3,2,3,3770,1,5,18,0
46,1,2,0,1512,1,522,4,0
47,10,1,1,-223,1,313,10,0
75,7,0,0,5020,1,197,9,0
41,8,1,0,3353,0,36,24,0
33,11,0,0,6063,1,100,23,0
43,3,0,3,-1821,1,239,19,0
28,2,1,3,-3381,1,74,2,0
41,7,2,0,-820,0,269,29,0
38,1,2,2,-1510,1,165,18,0
31,3,1,3,-688,1,338,29,0
43,5,0,2,3359,0,23,18,0
19,8,2,3,-4407,1,201,22,0
42,8,2,1,1069,1,490,8,0
68,4,1,2,674,1,189,25,1
51,2,2,3,2987,1,415,3,0
55,0,0,0,1944,0,209,21,0
55,6,1,0,-627,0,184,13,0
42,6,2,3,1380,1,691,18,0
42,4,0,3,3808,1,288,9,0
54,5,1,0,2003,0,385,11,0
30,6,2,0,-256,1,79,16,0
54,0,2,3,995,1,65,28,0
48,6,2,2,2883,1,474,29,0
51,5,1,3,2531,1,149,22,0
40,4,0,1,5465,0,389,2,0
51,9,2,0,4698,1,148,19,0
51,10,0,2,2059,1,24,29,0
48,10,1,2,8468,1,117,24,0
25,2,0,3,3146,1,29,7,0
48,7,0,2,4345,0,973,29,0
21,5,1,3,1319,1,85,19,1
45,6,1,1,-5741,0,463,3,0
49,2,2,0,4732,1,2,22,0
44,5,0,0,245,1,92,26,0
58,10,2,0,327,0,210,20,0
18,2,1,1,-2165,1,270,14,0
55,3,0,0,425,1,187,7,0
59,7,1,2,-789,0,6,23,0
55,10,0,1,974,1,514,10,0
38,2,2,0,2404,1,87,27,0
55,7,0,0,3837,1,102,25,0
47,1,2,3,-1826,0,495,6,1
54,8,2,3,-1521,1,202,13,0
48,8,2,3,-297,1,383,20,0
44,1,2,0,2146,0,54,6,1
36,5,2,0,3651,1,98,28,0
27,11,1,3,3531,1,33,10,0
56,8,1,0,6281,1,31,20,0
33,9,0,2,3358,1,84,4,0
42,6,1,3,-1542,0,750,4,1
52,9,0,0,5717,0,134,3,0
56,6,2,0,5403,1,1029,23,1
54,4,2,2,4738,0,777,5,0
45,7,2,0,6842,1,164,24,0
38,3,1,0,-2908,0,4,24,0
45,0,1,0,4997,0,60,3,0
44,0,0,3,1845,1,313,19,0
44,2,1,3,405,0,267,12,0
36,3,1,2,-1525,1,414,17,0
22,10,1,2,318,0,293,12,1
41,8,0,1,5323,1,125,5,1
46,9,2,1,-613,0,414,1,0
61,11,1,0,8433,0,132,3,0
44,9,0,1,1022,1,103,1,0
42,6,2,2,848,1,150,15,0
44,8,2,0,3077,0,1,21,0
51,3,2,3,1592,0,122,6,0
36,1,0,0,1343,1,329,25,0
38,3,2,1,3912,1,102,27,0
57,3,2,0,6788,0,764,8,1
51,2,0,2,2530,0,23,28,0
41,8,2,0,1529,1,360,18,0
56,10,2,3,7989,0,86,15,1
45,8,1,0,927,0,95,2,1
46,10,1,2,2609,1,240,13,0
38,7,2,1,1236,1,611,14,1
37,7,1,3,656,1,43,6,0
52,11,2,0,4314,0,399,7,0
53,10,0,2,661,1,98,20,0
26,8,1,2,-651,1,26,15,0
36,8,1,2,606,1,31,13,0
43,3,1,0,1854,1,11,2,0
46,5,0,0,303,0,1068,14,0
25,0,2,3,1042,1,891,13,0
43,7,1,0,4105,0,107,3,0
38,2,1,3,2084,0,20,5,0
26,9,2,2,248,1,1,25,0
46,2,2,3,2214,0,376,22,0
48,10,1,3,5249,1,204,21,0
34,0,1,3,1838,1,704,10,0
45,1,0,2,-127,1,493,23,0
46,5,1,1,-2460,1,82,8,0
44,3,0,2,-713,0,470,29,0
46,7,0,1,1349,1,620,16,1
41,11,2,3,-625,0,486,28,0
42,1,1,2,158,0,166,18,0
36,9,1,1,-774,1,218,11,0
45,4,2,3,-2488,1,316,17,0
42,9,0,2,-3373,1,965,28,0
54,4,0,0,1755,1,281,13,0
39,5,2,1,-823,1,377,19,0
60,6,1,3,1029,1,296,6,1
49,0,1,1,2180,1,158,8,0
48,10,0,2,-3957,1,52,27,0
36,1,0,0,2858,1,4,4,0
40,5,2,0,-3734,1,58,11,0
38,7,1,3,1604,1,184,10,0
39,7,2,1,-3099,0,372,28,0
58,7,2,1,-2129,1,206,7,0
38,11,2,2,-2571,1,258,15,0
48,11,1,0,60,1,1402,24,1
45,7,2,0,-107,1,333,12,0
38,8,0,0,-4299,1,401,4,0
42,3,0,3,-1460,0,9,2,0
26,0,2,3,1642,0,568,9,0
31,0,0,3,2426,0,95,28,0
33,8,0,2,6317,1,263,20,0
28,8,1,1,6734,0,502,13,0
50,2,2,0,466,1,2,19,0
27,3,0,1,4529,1,305,23,0
20,8,2,2,5262,1,851,26,0
50,3,0,3,1996,0,273,10,0
50,9,1,2,2304,1,291,20,0
34,2,2,0,-3309,0,28,3,0
43,2,0,1,327,1,404,23,0
43,2,0,1,-176,0,554,6,0
36,1,1,0,2046,1,237,2,0
18,1,0,0,298,0,322,8,1
44,0,1,1,1013,1,538,26,0
33,3,2,1,5666,1,84,15,0
38,10,0,3,7075,1,695,10,0
30,10,2,1,-1888,0,98,25,0
30,1,2,2,5754,1,129,18,1
39,8,0,1,-2352,0,908,11,1
41,9,2,0,253,0,374,10,0
45,11,2,1,2516,0,252,3,0
45,4,0,2,258,0,133,1,0
42,7,0,2,114,1,292,5,0
26,5,2,3,-1954,1,0,15,0
28,1,0,2,3043,1,240,13,0
57,4,2,2,-2115,1,283,21,0
37,5,2,1,-1047,1,53,14,0
49,3,2,1,4364,1,225,24,0
24,10,0,2,6473,1,209,20,0
32,1,1,0,953,1,714,3,1
30,5,2,2,-423,1,120,1,0
38,8,1,0,673,0,473,25,0
58,4,1,2,4139,1,276,6,0
38,0,1,0,-700,1,749,1,0
59,1,0,2,-2060,1,170,3,0
28,7,2,3,8398,1,378,26,0
34,6,2,0,6453,1,6,8,0
41,5,2,1,4676,1,283,24,0
45,1,2,0,4239,1,434,21,0
52,0,2,3,-4413,1,392,16,0
34,10,1,1,-646,1,149,26,0
49,10,1,2,-2124,1,608,7,1
32,9,0,3,3110,1,49,10,0
53,11,0,1,4207,0,136,27,0
33,9,1,0,2008,1,304,8,0
24,9,1,2,3953,0,257,27,0
36,4,2,0,5068,1,321,12,0
38,2,2,3,1284,1,377,1,0
55,11,1,0,3293,1,43,24,0
53,6,2,0,4593,0,92,9,0
61,10,0,2,-1799,1,39,6,0
28,9,1,1,4800,1,6,27,0
65,2,2,2,236,1,295,26,0
48,6,2,3,-1205,0,35,20,0
36,1,0,2,-4321,1,409,21,0
45,5,1,1,-1088,0,478,18,0
24,10,0,1,-3967,0,111,25,0
60,9,0,1,-3038,1,30,16,0
36,5,2,3,3673,0,680,3,0
43,0,2,0,6087,0,124,19,0
63,7,0,3,3772,0,331,5,1
63,1,0,1,-2087,0,301,1,1
18,5,1,2,-971,1,98,14,0
33,0,0,0,327,0,160,17,0
40,4,0,0,1178,1,1263,15,0
49,4,2,1,1201,0,405,27,0
26,8,1,3,-1271,1,62,19,0
39,0,0,2,2765,1,201,28,0
18,4,1,0,-1587,0,64,23,0
42,9,0,2,-1336,1,625,15,0
59,10,1,2,-2693,0,240,4,0
26,6,1,2,1974,1,38,24,0
25,4,0,2,-1370,1,486,4,0
58,5,2,1,-2159,0,5,8,0
46,4,1,2,-313,1,222,19,0
25,4,0,3,-1414,0,101,22,0
18,7,1,1,1995,0,68,26,0
38,1,0,0,-1621,0,837,15,0
44,6,0,0,-664,1,135,16,0
38,7,2,0,5266,0,3,18,0
40,1,2,0,6212,1,996,16,0
45,3,1,2,3092,1,229,10,0
37,8,2,3,1137,1,686,5,0
69,7,0,1,1035,0,30,9,0
44,8,0,2,-43,1,333,28,0
25,11,1,3,3733,1,433,28,0
20,11,0,1,1586,0,46,24,0
40,10,2,0,1283,1,464,4,0
28,2,1,3,-780,0,314,3,0
55,4,0,2,2099,1,48,18,0
39,3,1,3,740,1,1201,3,1
33,9,0,3,7218,1,300,24,0
28,9,2,2,-334,1,1,25,0
38,8,0,3,1011,1,2,17,0
41,10,1,3,2032,1,292,16,0
42,4,1,1,6349,0,0,2,0
39,10,2,1,-305,1,462,29,1
53,11,2,1,5765,1,0,18,0
31,1,0,0,2874,0,186,27,0
32,4,0,2,90,1,252,25,0
43,10,1,0,-1402,1,36,2,0
51,10,1,3,-1941,1,191,24,0
30,6,0,0,240,1,570,22,0
35,3,1,1,670,1,140,26,0
48,7,1,0,312,0,77,2,0
43,1,0,3,-1520,0,1170,16,0
39,1,1,2,2700,1,158,20,0
25,1,0,2,2148,0,77,23,0
18,1,2,2,1934,0,154,29,0
43,8,2,2,5685,0,232,18,0
51,10,2,2,1963,0,213,26,0
48,2,1,3,-980,1,532,24,0
39,1,1,1,4045,1,146,1,0
29,11,1,0,2692,0,39,5,0
32,4,0,0,7846,1,175,4,0
25,10,1,2,-920,0,166,28,0
48,0,2,1,763,1,58,2,0
30,4,0,0,4994,1,190,16,1
55,5,0,0,528,1,635,15,1
38,9,1,0,3756,0,205,3,0
24,1,1,0,1066,0,705,9,1
38,2,2,2,1797,1,598,14,0
50,6,2,3,1407,0,62,27,0
32,10,1,1,-1438,1,216,23,0
34,8,0,0,96,0,699,3,0
53,8,1,3,2605,0,147,21,0
47,4,1,3,1225,0,172,2,0
40,10,0,3,1219,0,509,2,0
51,0,2,1,4807,1,189,23,0
29,5,2,1,6402,0,445,9,0
23,1,2,3,399,1,97,16,0
34,8,1,3,575,1,247,26,1
40,2,0,2,645,0,65,8,0
35,9,2,3,2996,1,210,16,0
29,8,0,3,955,0,221,21,0
50,7,2,0,4234,0,163,26,0
47,5,2,3,291,1,16,23,0
49,7,2,0,4084,0,124,23,0
35,4,0,1,-3849,1,101,21,0
60,1,2,0,-3505,1,861,11,0
47,0,0,1,4740,1,144,14,0
34,2,1,3,-2047,0,109,18,0
27,10,2,2,4299,1,176,18,1
30,8,1,2,-704,1,59,27,0
51,0,1,3,308,0,57,2,0
34,0,2,2,-573,1,233,10,0
35,10,2,0,2408,0,35,14,0
23,8,0,3,1286,0,197,7,0
24,4,1,1,5802,0,307,14,0
26,9,2,1,-786,0,50,9,0
43,10,2,3,4453,1,105,21,0
28,3,2,3,-524,1,270,18,0
22,5,1,0,5597,1,105,21,0
40,9,0,2,-2020,1,687,22,0
44,10,0,3,-1126,1,818,17,0
36,2,2,3,2563,0,826,1,1
54,7,0,0,287,0,529,3,0
19,11,2,3,-3174,0,280,5,0
59,11,0,3,-4373,1,77,20,0
25,1,0,0,3123,1,224,26,0
42,10,0,0,-1642,1,455,8,0
34,7,0,3,9715,0,699,24,0
68,2,0,0,6405,1,46,24,0
48,1,2,2,2842,1,283,25,0
37,11,2,3,6221,1,277,21,0
45,10,2,1,-2366,1,169,6,0
40,9,0,1,5380,1,30,25,0
55,6,1,2,-1920,0,203,2,0
36,2,2,2,1055,1,362,11,0
50,4,0,1,-709,1,43,18,0
37,1,1,0,-204,0,180,13,1
25,5,0,1,3004,0,101,23,0
43,0,0,2,1624,0,307,17,0
59,3,1,1,-887,0,425,3,0
52,7,0,0,-1324,1,688,21,0
31,3,1,0,-3841,1,1242,25,0
44,2,2,2,1284,0,138,19,0
36,4,0,1,-2457,1,228,4,0
34,7,1,3,3836,0,246,25,0
31,11,0,0,3798,1,132,2,0
45,6,0,1,-3057,0,895,8,0
50,1,2,2,1955,0,609,11,0
32,2,2,3,4694,1,86,23,0
46,11,2,3,-2402,1,103,24,0
50,8,2,2,1294,0,193,25,0
54,8,1,1,1735,0,259,11,0
39,6,2,0,-694,0,36,23,0
48,0,1,3,-936,0,6,19,0
33,10,0,1,7321,0,76,2,1
33,1,1,0,-4148,1,811,26,1
49,0,1,2,724,1,45,11,0
41,2,1,0,-1463,0,127,3,0
18,5,1,1,2459,0,133,3,1
46,6,2,0,110,1,38,27,0
54,4,1,1,3467,0,166,17,1
34,0,0,3,900,1,70,22,0
47,9,1,3,-3311,1,1036,24,0
46,6,0,0,-4936,1,110,16,0
32,1,0,1,2658,1,45,26,0
52,8,1,2,5351,1,305,4,1
67,1,0,3,7634,1,164,9,0
37,9,0,0,7102,1,1213,24,1
38,11,0,3,3445,1,70,4,0
28,5,0,1,-1922,0,206,14,0
35,6,0,2,5974,1,2,27,0
33,7,1,0,3060,1,352,10,0
53,3,0,1,4916,0,239,28,0
46,9,2,2,3554,0,512,9,0
47,10,0,0,-2361,0,152,24,0
43,8,2,2,-4059,1,468,18,0
18,0,1,1,6877,1,30,14,0
68,2,1,3,4794,0,55,21,0
45,1,1,0,-3683,1,80,15,0
25,11,2,0,5185,1,49,25,0
50,9,0,1,463,1,199,24,0
34,6,2,1,252,1,263,29,0
38,8,2,3,-1034,1,696,17,0
32,4,0,2,-3351,1,237,23,0
39,10,0,2,3113,1,492,28,0
47,9,2,3,440,0,39,13,0
44,3,2,3,2453,0,469,9,0
50,4,2,3,-2797,0,10,17,0
31,0,0,1,6054,1,30,2,0
38,9,1,0,1672,1,218,21,0
44,8,2,1,936,0,80,12,0
41,10,1,3,717,1,1080,9,1
31,6,1,3,1908,0,503,5,0
28,0,1,1,815,0,251,26,0
64,0,1,1,-1026,1,113,13,0
46,2,1,3,-1257,1,489,29,0
46,7,1,1,3797,0,336,16,0
41,8,1,2,-2036,1,319,18,0
22,8,0,1,2973,0,190,16,0
29,9,0,1,-981,1,50,2,0
42,2,1,0,7104,0,12,3,0
37,2,1,0,5146,0,187,28,0
51,3,1,0,-665,1,47,9,0
41,5,2,2,1301,0,63,11,0
30,8,0,0,175,1,94,4,0
54,0,2,0,6550,0,18,4,0
50,2,2,1,4147,1,227,26,0
34,11,0,0,-1574,1,31,9,0
43,6,0,2,-1051,1,147,14,0
34,10,2,2,1171,0,339,26,0
29,4,2,3,2924,1,393,28,0
34,10,0,1,1401,0,798,10,0
32,1,2,1,-496,0,216,14,0
38,6,2,0,-4270,0,62,27,1
37,5,0,3,2965,1,121,8,0
43,1,1,2,-2380,1,187,9,0
29,0,2,2,3090,1,435,5,0
29,3,2,2,969,1,317,24,0
72,4,0,1,154,1,20,16,0
43,6,0,2,1906,0,2,8,0
32,1,2,1,772,0,241,21,0
54,4,0,2,4578,1,172,5,0
30,4,0,3,-2203,0,97,29,0
57,0,2,0,6723,1,195,26,1
36,6,2,0,-4184,1,252,20,0
41,10,2,1,3270,0,147,2,0
41,7,0,2,5459,1,494,9,1
41,3,1,2,654,1,251,23,0
36,10,1,1,573,0,558,13,0
22,7,2,1,1411,1,309,24,0
39,11,0,0,3259,0,56,23,0
28,3,0,0,-2085,0,94,1,0
50,7,2,0,3230,1,102,15,0
41,4,2,1,-4152,1,17,26,0
48,7,2,0,-993,0,661,27,0
55,11,0,3,-3076,0,48,12,0
40,0,1,1,2641,1,179,25,0
57,9,1,0,1255,1,65,16,0
40,9,1,0,2079,1,500,17,0
24,6,0,0,-113,1,152,14,0
43,11,0,3,-1386,0,18,8,0
33,6,1,0,9177,0,106,14,0
49,7,1,0,29,0,25,3,1
40,3,2,0,4298,1,232,10,0
43,5,1,1,-2797,0,41,22,0
50,5,1,1,2605,1,646,9,0
44,9,0,0,4513,1,266,29,0
54,0,1,1,3154,1,144,4,0
43,6,2,3,1099,1,652,1,1
38,5,1,0,6466,1,54,20,0
34,3,0,3,-289,0,73,1,0
47,2,2,0,-72,1,341,28,0
50,8,2,1,254,0,358,10,0
29,9,1,1,7920,1,3,21,0
36,1,2,1,3085,0,564,17,0
35,6,2,0,2943,0,408,27,0
46,3,0,0,5906,0,21,8,1
45,6,1,1,7171,0,83,24,0
41,5,2,0,-1157,1,386,17,0
22,9,2,1,4693,1,379,7,0
35,5,0,3,4109,1,396,16,0
58,1,2,2,213,0,33,15,0
44,1,0,1,-2392,0,164,5,0
38,6,1,1,3113,1,89,11,0
37,6,1,3,640,0,247,25,0
42,11,1,3,1854,1,63,26,0
54,6,2,2,-1306,0,2,29,0
36,0,2,0,2248,0,169,21,0
50,5,0,0,-430,1,141,25,0
28,10,2,1,3543,1,141,18,0
35,11,0,2,-2126,1,322,27,0
47,7,2,3,5592,1,643,6,0
58,3,1,1,-1747,1,163,6,0
34,9,0,2,-658,1,13,10,0
49,2,0,1,2135,1,135,8,0
33,7,0,0,1926,0,40,17,0
28,2,1,2,4120,0,311,24,0
42,2,1,1,4202,0,223,13,0
42,4,1,2,-351,0,2,28,0
66,0,0,3,272,1,369,20,0
41,11,1,3,2125,1,167,9,0
40,4,2,0,1155,1,438,27,0
31,6,0,0,1886,0,42,26,0
68,9,2,2,144,0,362,6,1
60,4,2,0,-847,0,203,23,0
41,3,2,2,-581,1,496,1,0
43,3,0,0,-622,0,82,1,0
61,0,1,3,4853,1,17,22,0
44,5,1,3,-177,1,119,4,1
42,8,2,3,3337,0,27,10,0
50,8,0,2,-3269,1,176,2,0
27,0,1,2,652,1,370,6,0
57,0,2,2,1966,1,292,23,1
32,9,2,3,3656,1,201,7,0
22,4,1,1,-1532,1,394,12,0
31,5,0,1,-690,1,344,3,1
34,1,2,1,-2785,1,345,4,0
26,1,0,0,119,0,238,18,0
54,2,1,3,2197,0,356,16,1
30,9,2,0,-2071,0,240,21,0
36,11,0,0,-1192,0,90,9,0
35,10,1,2,4963,0,128,27,0
56,3,1,1,-1096,1,479,14,0
37,3,1,3,162,0,181,3,0
53,2,1,0,5204,0,104,27,0
34,8,1,2,54,1,50,22,0
61,1,2,3,381,0,19,14,0
30,1,0,0,3002,1,14,13,0
18,0,0,1,4798,0,1097,9,0
46,11,2,2,1099,1,6,21,0
32,2,2,2,6203,1,136,9,1
55,5,0,1,1241,0,276,20,0
38,4,2,3,3625,1,4,13,0
50,11,0,1,1852,1,171,12,0
29,3,1,2,2376,1,146,7,0
58,9,1,0,3748,1,21,5,0
45,5,1,2,450,1,116,18,0
30,2,1,0,-493,1,83,25,0
40,5,2,1,2701,0,482,5,1
32,0,1,0,-2095,0,149,11,0
52,5,0,0,-402,0,69,18,0
36,1,2,1,3470,1,17,3,0
39,11,2,2,2997,0,495,10,0
37,6,0,1,7553,1,46,5,0
35,5,2,2,-3986,0,65,14,0
20,4,2,3,-5378,1,22,23,0
47,8,2,2,3993,0,112,18,0
38,9,0,3,1596,1,0,24,0
32,7,0,1,1432,0,883,10,0
